arch,corpus,embed_size,embedder,evaluation,job_name,neg_pos_ratio,num_epochs,num_vocab,param_name,regime,score,standardize,task
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,800.0,16384,param_5,expert,0.7179639532580709,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,900.0,16384,param_5,expert,0.7171717171717171,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1000.0,16384,param_5,expert,0.7197464844523668,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1100.0,16384,param_5,expert,0.7217270746682511,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1200.0,16384,param_5,expert,0.720340661517132,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1300.0,16384,param_5,expert,0.720736779560309,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1400.0,16384,param_5,expert,0.720340661517132,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1500.0,16384,param_5,expert,0.7193503664091899,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1600.0,16384,param_5,expert,0.7183600713012478,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1700.0,16384,param_5,expert,0.7165775401069518,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1800.0,16384,param_5,expert,0.7177658942364825,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1900.0,16384,param_5,expert,0.7167755991285403,1.0,nyms_syn_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,,,16384,param_5,novice,0.5054064131245339,,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,0.0,16384,param_5,expert,0.5085756897837435,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,100.0,16384,param_5,expert,0.5976882923191648,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,200.0,16384,param_5,expert,0.6178225205070843,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,300.0,16384,param_5,expert,0.6291946308724832,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,400.0,16384,param_5,expert,0.6368381804623415,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,500.0,16384,param_5,expert,0.633482475764355,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,600.0,16384,param_5,expert,0.634041759880686,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,700.0,16384,param_5,expert,0.6370246085011185,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,800.0,16384,param_5,expert,0.639075316927666,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,900.0,16384,param_5,expert,0.6381431767337807,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1000.0,16384,param_5,expert,0.6413124533929903,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1100.0,16384,param_5,expert,0.6439224459358688,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1200.0,16384,param_5,expert,0.6465324384787472,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1300.0,16384,param_5,expert,0.6442953020134228,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1400.0,16384,param_5,expert,0.6442953020134228,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1500.0,16384,param_5,expert,0.6457867263236391,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1600.0,16384,param_5,expert,0.6433631618195377,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1700.0,16384,param_5,expert,0.6448545861297539,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1800.0,16384,param_5,expert,0.6459731543624161,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1900.0,16384,param_5,expert,0.6485831469052945,1.0,nyms_syn_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,,,16384,param_5,novice,0.4945935868754661,,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,0.0,16384,param_5,expert,0.5018642803877703,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,100.0,16384,param_5,expert,0.5436241610738255,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,200.0,16384,param_5,expert,0.5549962714392245,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,300.0,16384,param_5,expert,0.5561148396718867,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,400.0,16384,param_5,expert,0.5548098434004475,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,500.0,16384,param_5,expert,0.5499627143922446,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,600.0,16384,param_5,expert,0.5492170022371364,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,700.0,16384,param_5,expert,0.546420581655481,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,800.0,16384,param_5,expert,0.5462341536167039,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,900.0,16384,param_5,expert,0.5458612975391499,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1000.0,16384,param_5,expert,0.5475391498881432,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1100.0,16384,param_5,expert,0.5469798657718121,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1200.0,16384,param_5,expert,0.5473527218493661,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1300.0,16384,param_5,expert,0.5475391498881432,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1400.0,16384,param_5,expert,0.546420581655481,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1500.0,16384,param_5,expert,0.5479120059656972,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1600.0,16384,param_5,expert,0.546420581655481,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1700.0,16384,param_5,expert,0.546420581655481,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1800.0,16384,param_5,expert,0.5475391498881432,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1900.0,16384,param_5,expert,0.5501491424310216,1.0,nyms_ant_jwshuffled
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,,,16384,param_5,novice,0.4563279857397504,,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,0.0,16384,param_5,expert,0.46801346801346794,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,100.0,16384,param_5,expert,0.5440681323034264,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,200.0,16384,param_5,expert,0.5593186769657358,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,300.0,16384,param_5,expert,0.5553574965339672,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,400.0,16384,param_5,expert,0.5533769063180828,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,500.0,16384,param_5,expert,0.5543672014260249,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,600.0,16384,param_5,expert,0.5521885521885522,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,700.0,16384,param_5,expert,0.5519904931669638,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,800.0,16384,param_5,expert,0.5563477916419093,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,900.0,16384,param_5,expert,0.5581303228362052,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1000.0,16384,param_5,expert,0.5593186769657358,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1100.0,16384,param_5,expert,0.5614973262032086,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1200.0,16384,param_5,expert,0.5620915032679739,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1300.0,16384,param_5,expert,0.5571400277282629,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1400.0,16384,param_5,expert,0.5581303228362052,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1500.0,16384,param_5,expert,0.5593186769657358,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1600.0,16384,param_5,expert,0.5599128540305011,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1700.0,16384,param_5,expert,0.5595167359873242,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1800.0,16384,param_5,expert,0.5595167359873242,1.0,nyms_ant_jw
aligner,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1900.0,16384,param_5,expert,0.5593186769657358,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,,,16384,param_5,novice,0.5436720142602496,,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,0.0,16384,param_5,expert,0.5373341255694197,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,100.0,16384,param_5,expert,0.6676569617746089,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,200.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,300.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,400.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,500.0,16384,param_5,expert,0.6688453159041394,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,600.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,700.0,16384,param_5,expert,0.6688453159041394,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,800.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,900.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1000.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1100.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1200.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1300.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1400.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1500.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1600.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1700.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1800.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1900.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_syn_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,,,16384,param_5,novice,0.5054064131245339,,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,0.0,16384,param_5,expert,0.5093214019388516,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,100.0,16384,param_5,expert,0.5769947800149142,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,200.0,16384,param_5,expert,0.5768083519761372,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,300.0,16384,param_5,expert,0.5760626398210291,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,400.0,16384,param_5,expert,0.575876211782252,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,500.0,16384,param_5,expert,0.575503355704698,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,600.0,16384,param_5,expert,0.5753169276659209,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,700.0,16384,param_5,expert,0.575503355704698,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,800.0,16384,param_5,expert,0.575876211782252,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,900.0,16384,param_5,expert,0.575876211782252,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1000.0,16384,param_5,expert,0.575689783743475,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1100.0,16384,param_5,expert,0.575689783743475,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1200.0,16384,param_5,expert,0.575503355704698,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1300.0,16384,param_5,expert,0.575503355704698,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1400.0,16384,param_5,expert,0.5753169276659209,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1500.0,16384,param_5,expert,0.5751304996271439,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1600.0,16384,param_5,expert,0.5751304996271439,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1700.0,16384,param_5,expert,0.5749440715883669,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1800.0,16384,param_5,expert,0.5747576435495898,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1900.0,16384,param_5,expert,0.5745712155108128,1.0,nyms_syn_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,,,16384,param_5,novice,0.4945935868754661,,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,0.0,16384,param_5,expert,0.4906785980611484,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,100.0,16384,param_5,expert,0.5809097688292321,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,200.0,16384,param_5,expert,0.5790454884414616,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,300.0,16384,param_5,expert,0.5781133482475764,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,400.0,16384,param_5,expert,0.5782997762863534,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,500.0,16384,param_5,expert,0.5786726323639075,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,600.0,16384,param_5,expert,0.5784862043251305,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,700.0,16384,param_5,expert,0.5781133482475764,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,800.0,16384,param_5,expert,0.5784862043251305,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,900.0,16384,param_5,expert,0.5782997762863534,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1000.0,16384,param_5,expert,0.5782997762863534,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1100.0,16384,param_5,expert,0.5779269202087994,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1200.0,16384,param_5,expert,0.5777404921700223,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1300.0,16384,param_5,expert,0.5779269202087994,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1400.0,16384,param_5,expert,0.5782997762863534,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1500.0,16384,param_5,expert,0.5781133482475764,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1600.0,16384,param_5,expert,0.5781133482475764,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1700.0,16384,param_5,expert,0.5781133482475764,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1800.0,16384,param_5,expert,0.5782997762863534,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1900.0,16384,param_5,expert,0.5779269202087994,1.0,nyms_ant_jwshuffled
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,,,16384,param_5,novice,0.4563279857397504,,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,0.0,16384,param_5,expert,0.4626658744305803,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,100.0,16384,param_5,expert,0.668647256882551,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,200.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,300.0,16384,param_5,expert,0.668647256882551,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,400.0,16384,param_5,expert,0.6680530798177857,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,500.0,16384,param_5,expert,0.6680530798177857,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,600.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,700.0,16384,param_5,expert,0.6692414339473163,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,800.0,16384,param_5,expert,0.6688453159041394,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,900.0,16384,param_5,expert,0.668647256882551,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1000.0,16384,param_5,expert,0.6690433749257279,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1100.0,16384,param_5,expert,0.6688453159041394,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1200.0,16384,param_5,expert,0.6688453159041394,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1300.0,16384,param_5,expert,0.6688453159041394,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1400.0,16384,param_5,expert,0.668647256882551,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1500.0,16384,param_5,expert,0.668647256882551,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1600.0,16384,param_5,expert,0.6684491978609626,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1700.0,16384,param_5,expert,0.6684491978609626,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1800.0,16384,param_5,expert,0.668647256882551,1.0,nyms_ant_jw
classifier,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,1900.0,16384,param_5,expert,0.668647256882551,1.0,nyms_ant_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,,,16384,param_5,novice,0.5436720142602496,,nyms_syn_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,0.0,16384,param_5,expert,0.5371360665478313,1.0,nyms_syn_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,100.0,16384,param_5,expert,0.6363636363636364,1.0,nyms_syn_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,200.0,16384,param_5,expert,0.6510200039611804,1.0,nyms_syn_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,300.0,16384,param_5,expert,0.6395325807090513,1.0,nyms_syn_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,400.0,16384,param_5,expert,0.6296296296296297,1.0,nyms_syn_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,500.0,16384,param_5,expert,0.6234897999603882,1.0,nyms_syn_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,600.0,16384,param_5,expert,0.6155674390968509,1.0,nyms_syn_jw
extractor,childes-20180319,200,lstm,identification,pitts_2019-03-12-15-24-14_num2,1.0,700.0,16384,param_5,expert,0.6094276094276094,1.0,nyms_syn_jw
